topic,stem,example_word,cooc_n,doc_freq
supervision,smoother,smoother,6,156
supervision,solidar,solidarity,6,170
supervision,song,song,6,151
supervision,sonia,sonia,6,43
supervision,speedi,speedy,6,127
supervision,sporad,sporadic,6,51
supervision,spv,spv,6,46
supervision,statur,stature,6,67
supervision,stein,stein,6,194
supervision,stewardship,stewardship,6,49
supervision,subbarao,subbarao,6,151
supervision,subset,subset,6,160
supervision,successor,successor,6,183
supervision,suprem,supreme,6,116
supervision,synthet,synthetic,6,197
supervision,tame,tame,6,150
supervision,tantamount,tantamount,6,75
supervision,tenur,tenure,6,207
supervision,thailand,thailand,6,395
supervision,theorem,theorem,6,54
supervision,thumb,thumb,6,119
supervision,thursday,thursday,6,195
supervision,tiber,tiber,6,11
supervision,tltro,tltro,6,123
supervision,tohoku,tohoku,6,31
supervision,toughen,toughen,6,39
supervision,transpir,transpire,6,66
supervision,tribut,tribute,6,204
supervision,trough,trough,6,457
supervision,unaffect,unaffected,6,248
supervision,unavail,unavailable,6,186
supervision,unchalleng,unchallenged,6,22
supervision,uncondit,unconditional,6,156
supervision,underpr,underpriced,6,127
supervision,undersecretariat,undersecretariat,6,24
supervision,underutil,underutilized,6,63
supervision,unilater,unilateral,6,192
supervision,unnot,unnoticed,6,76
supervision,unrealis,unrealised,6,42
supervision,unrel,unrelated,6,305
supervision,unsupervis,unsupervised,6,17
supervision,unviabl,unviable,6,80
supervision,vacanc,vacancies,6,385
supervision,vicki,vicky,6,34
supervision,visual,visual,6,164
supervision,vitiat,vitiated,6,17
supervision,vivid,vividly,6,222
supervision,vogu,vogue,6,42
supervision,waiv,waiving,6,61
supervision,walk,walk,6,374
supervision,wari,wary,6,218
supervision,warm,warming,6,525
supervision,watchdog,watchdog,6,23
supervision,welldevelop,welldeveloped,6,20
supervision,westminst,westminster,6,40
supervision,william,william,6,620
supervision,winner,winner,6,330
supervision,wrap,wrap,6,155
supervision,aadhaar,aadhaar,5,67
supervision,abl,abl,5,28
supervision,abss,abss,5,73
supervision,accentu,accentuated,5,286
supervision,admiss,admission,5,92
supervision,adult,adult,5,357
supervision,alli,allied,5,183
supervision,amelior,ameliorating,5,108
supervision,ampli,amply,5,115
supervision,anglo,anglo,5,100
supervision,anxieti,anxiety,5,270
supervision,arrest,arrest,5,175
supervision,arsenal,arsenal,5,69
supervision,astray,astray,5,45
supervision,attrit,attrition,5,40
supervision,backbon,backbone,5,187
supervision,bagehot,bagehot,5,144
supervision,balkan,balkanization,5,44
supervision,ban,ban,5,208
supervision,bean,bean,5,239
supervision,bhcs,bhcs,5,24
supervision,biannual,biannual,5,73
supervision,bigtech,bigtech,5,34
supervision,blame,blame,5,366
supervision,blanket,blanket,5,103
supervision,blockchain,blockchain,5,99
supervision,bloom,bloom,5,152
supervision,blue,blue,5,491
supervision,bocconi,bocconi,5,36
supervision,bore,bore,5,150
supervision,bretton,bretton,5,400
supervision,bright,bright,5,290
supervision,bruegel,bruegel,5,74
supervision,cac,cacs,5,40
supervision,calendar,calendar,5,341
supervision,campaign,campaign,5,425
supervision,capita,capita,5,793
supervision,caprio,caprio,5,17
supervision,carrier,carriers,5,59
supervision,cascad,cascading,5,145
supervision,cashless,cashless,5,155
supervision,cass,cass,5,37
supervision,cbi,cbi,5,176
supervision,cbrc,cbrc,5,14
supervision,cdr,cdr,5,22
supervision,cell,cell,5,104
supervision,centrepiec,centrepiece,5,48
supervision,chequ,cheque,5,219
supervision,christiano,christiano,5,80
supervision,chronic,chronic,5,292
supervision,chung,chung,5,44
supervision,cic,cics,5,22
supervision,civil,civil,5,476
supervision,coco,cocos,5,35
supervision,cogniz,cognizant,5,82
supervision,collat,collated,5,48
supervision,compress,compression,5,498
supervision,compuls,compulsions,5,142
supervision,concess,concessions,5,107
supervision,concomit,concomitant,5,210
supervision,consortium,consortium,5,92
supervision,contextu,contextual,5,101
supervision,continuum,continuum,5,63
supervision,countryspecif,countryspecific,5,32
supervision,criticis,criticised,5,228
supervision,crosscheck,crosschecking,5,17
supervision,custodian,custodians,5,202
supervision,dale,dale,5,103
supervision,davi,davies,5,189
supervision,debentur,debentures,5,112
supervision,debit,debit,5,437
supervision,decomposit,decomposition,5,214
supervision,deferr,deferrals,5,78
supervision,degrad,degradation,5,100
supervision,department,departmental,5,47
supervision,deplet,depletion,5,207
supervision,depoliticis,depoliticisation,5,23
supervision,depriv,deprived,5,217
supervision,devil,devil,5,43
supervision,devolv,devolved,5,50
supervision,dial,dial,5,47
supervision,dictat,dictated,5,292
supervision,digest,digest,5,111
supervision,disentangl,disentangle,5,197
supervision,disloc,dislocations,5,358
supervision,disposit,disposition,5,68
supervision,dna,dna,5,44
supervision,dnb,dnb,5,37
supervision,doctor,doctor,5,181
supervision,domino,domino,5,69
supervision,doubtless,doubtless,5,200
supervision,dow,dow,5,81
supervision,eastern,eastern,5,683
supervision,edific,edifice,5,50
supervision,editori,editorial,5,53
supervision,eichengreen,eichengreen,5,181
supervision,eighteen,eighteen,5,190
supervision,electronif,electronification,5,42
supervision,emption,emptions,5,83
supervision,en,ens,5,30
supervision,energet,energetic,5,47
supervision,enthusiasm,enthusiasm,5,242
supervision,enthusiast,enthusiastic,5,165
supervision,errat,erratic,5,144
supervision,erupt,eruption,5,273
supervision,essay,essays,5,215
supervision,est,est,5,153
supervision,etern,eternal,5,70
supervision,euro,euros,5,313
supervision,eve,eve,5,155
supervision,expedit,expedited,5,151
supervision,expediti,expeditiously,5,190
supervision,extraterritori,extraterritorial,5,11
supervision,fata,fatas,5,23
supervision,fault,fault,5,243
supervision,fig,fig,5,24
supervision,financier,financiere,5,36
supervision,flash,flash,5,208
supervision,flat,flat,5,748
supervision,foolproof,foolproof,5,25
supervision,foresight,foresight,5,157
supervision,forti,forty,5,273
supervision,fullest,fullest,5,91
supervision,gaap,gaap,5,51
supervision,garden,gardener,5,61
supervision,gem,gem,5,26
supervision,giorgio,giorgio,5,15
supervision,glanc,glance,5,207
supervision,gongsheng,gongsheng,5,20
supervision,grass,grass,5,64
supervision,gratitud,gratitude,5,551
supervision,halfway,halfway,5,79
supervision,hebden,hebden,5,29
supervision,heel,heels,5,77
supervision,hitherto,hitherto,5,252
supervision,hole,hole,5,608
supervision,homeownership,homeownership,5,148
supervision,hoover,hoover,5,42
supervision,hurt,hurt,5,418
supervision,ic,ics,5,15
supervision,ideolog,ideological,5,113
supervision,impract,impractical,5,49
supervision,imprecis,imprecise,5,142
supervision,indepth,indepth,5,19
supervision,infect,infection,5,179
supervision,infring,infringements,5,47
supervision,innoc,innocent,5,104
supervision,inquir,inquiring,5,24
supervision,insepar,inseparable,5,70
supervision,instil,instil,5,138
supervision,intensif,intensification,5,299
supervision,interfax,interfax,5,43
supervision,interinstitut,interinstitutional,5,13
supervision,intertwin,intertwined,5,255
supervision,intraday,intraday,5,165
supervision,invoic,invoicing,5,218
supervision,irish,irish,5,122
supervision,iter,iteration,5,81
supervision,jain,jain,5,45
supervision,jeopard,jeopardized,5,174
supervision,johnson,johnson,5,150
supervision,jon,jon,5,204
supervision,jonathan,jonathan,5,269
supervision,jordan,jordan,5,232
supervision,juri,jury,5,137
supervision,kansa,kansas,5,611
supervision,kashyap,kashyap,5,157
supervision,knit,knit,5,36
supervision,kremer,kremers,5,20
supervision,kuttner,kuttner,5,45
supervision,lab,labs,5,83
supervision,ladder,ladder,5,112
supervision,lawmak,lawmakers,5,48
supervision,lch,lch,5,31
supervision,lent,lent,5,267
supervision,libra,libra,5,31
supervision,linear,linear,5,406
supervision,linger,lingering,5,320
supervision,lira,lira,5,232
supervision,localis,localised,5,95
supervision,ltros,ltros,5,104
supervision,lunch,lunch,5,228
supervision,luxuri,luxury,5,128
supervision,macroprud,macroprudence,5,18
supervision,microscop,microscopes,5,22
supervision,mill,mills,5,108
supervision,misreport,misreporting,5,17
supervision,mobilis,mobilise,5,318
supervision,mofe,mofe,5,88
supervision,mojon,mojon,5,56
supervision,monopoli,monopoly,5,308
supervision,moscow,moscow,5,105
supervision,municip,municipal,5,256
supervision,musso,musso,5,18
supervision,nhb,nhb,5,26
supervision,nich,niche,5,212
supervision,nodal,nodal,5,23
supervision,normat,normative,5,96
supervision,nouy,nouy,5,10
supervision,nri,nri,5,46
supervision,obstruct,obstruct,5,85
supervision,ofth,ofthe,5,40
supervision,operation,operationalization,5,46
supervision,optimum,optimum,5,251
supervision,orthodox,orthodox,5,66
supervision,orthodoxi,orthodoxy,5,76
supervision,out,outs,5,166
supervision,outlet,outlets,5,161
supervision,overburden,overburden,5,80
supervision,overdraft,overdraft,5,197
supervision,overleverag,overleveraged,5,32
supervision,overrun,overruns,5,27
supervision,park,park,5,230
supervision,pathway,pathways,5,102
supervision,payer,payers,5,139
supervision,payoff,payoff,5,191
supervision,pcr,pcr,5,16
supervision,peacetim,peacetime,5,68
supervision,peek,peek,5,23
supervision,persuas,persuasion,5,248
supervision,peterson,peterson,5,199
supervision,pitch,pitch,5,61
supervision,pleasant,pleasant,5,111
supervision,plenari,plenary,5,162
supervision,postcrisi,postcrisis,5,59
supervision,preconcept,preconception,5,22
supervision,prerog,prerogatives,5,84
supervision,pricewaterhousecoop,pricewaterhousecoopers,5,17
supervision,priori,priori,5,90
supervision,pspp,pspp,5,35
supervision,psr,psr,5,11
supervision,pwg,pwg,5,14
supervision,quarantin,quarantine,5,36
supervision,quo,quo,5,252
supervision,raf,raf,5,10
supervision,rap,rap,5,12
supervision,recept,receptive,5,151
supervision,refresh,refresh,5,80
supervision,regress,regressions,5,329
supervision,reinvent,reinvent,5,105
supervision,rental,rental,5,251
supervision,repetit,repetition,5,157
supervision,repli,reply,5,161
supervision,restart,restarting,5,168
supervision,revoc,revocation,5,31
supervision,rewrit,rewriting,5,49
supervision,richmond,richmond,5,149
supervision,rock,rock,5,228
supervision,sad,sadly,5,156
supervision,salari,salaries,5,431
supervision,salido,salido,5,87
supervision,sand,sand,5,94
supervision,sanguin,sanguine,5,93
supervision,scar,scarring,5,257
supervision,scatter,scattered,5,73
supervision,scf,scf,5,29
supervision,scottish,scottish,5,76
supervision,seacen,seacen,5,39
supervision,seal,seal,5,59
supervision,seed,seeds,5,350
supervision,seller,sellers,5,384
supervision,shelf,shelf,5,44
supervision,shin,shin,5,232
supervision,sis,sis,5,29
supervision,skeptic,skeptical,5,248
supervision,skin,skin,5,71
supervision,smarter,smarter,5,46
supervision,socal,socalled,5,126
supervision,southern,southern,5,306
supervision,spanish,spanish,5,271
supervision,steagal,steagall,5,67
supervision,stearn,stearns,5,149
supervision,stern,stern,5,123
supervision,stigma,stigma,5,119
supervision,stochast,stochastic,5,159
supervision,strang,strange,5,140
supervision,strictest,strictest,5,24
supervision,subscrib,subscribed,5,223
supervision,subscript,subscription,5,106
supervision,subsid,subside,5,539
supervision,supermarket,supermarket,5,113
supervision,supersed,superseded,5,53
supervision,suppress,suppressed,5,302
supervision,swapclear,swapclear,5,12
supervision,swifter,swifter,5,17
supervision,sydney,sydney,5,460
supervision,tale,tale,5,160
supervision,tall,tall,5,44
supervision,tbtf,tbtf,5,51
supervision,teach,teach,5,428
supervision,terminolog,terminology,5,145
supervision,terrain,terrain,5,70
supervision,tfeu,tfeu,5,23
supervision,thank,thankful,5,479
supervision,theodoridi,theodoridis,5,24
supervision,tila,tila,5,22
supervision,tokyo,tokyo,5,587
supervision,tour,tour,5,127
supervision,transpos,transposed,5,81
supervision,trick,trick,5,58
supervision,tripartit,tripartite,5,56
supervision,troika,troika,5,23
supervision,tuesday,tuesday,5,153
supervision,turnaround,turnaround,5,323
supervision,unanticip,unanticipated,5,347
supervision,unchart,unchartered,5,194
supervision,uncheck,unchecked,5,150
supervision,uncomfort,uncomfortably,5,311
supervision,underst,understate,5,194
supervision,undervalu,undervalued,5,155
supervision,unexplor,unexplored,5,28
supervision,unrealist,unrealistic,5,305
supervision,unstructur,unstructured,5,36
supervision,unsurpris,unsurprisingly,5,186
supervision,unveil,unveil,5,131
supervision,unwant,unwanted,5,111
supervision,upheld,upheld,5,46
supervision,uplift,uplift,5,67
supervision,upturn,upturn,5,384
supervision,usabl,usable,5,124
supervision,usc,usc,5,11
supervision,vaccin,vaccination,5,288
supervision,vagu,vague,5,127
supervision,vicker,vickers,5,66
supervision,vienna,vienna,5,134
supervision,vigour,vigour,5,89
supervision,vinal,vinals,5,15
supervision,vocal,vocal,5,67
supervision,wallet,wallets,5,198
supervision,wareh,warehousing,5,88
supervision,watcher,watchers,5,192
supervision,webpag,webpage,5,68
supervision,wedg,wedge,5,168
supervision,wellink,wellink,5,16
supervision,wheel,wheels,5,168
supervision,wherewith,wherewithal,5,56
supervision,widest,widest,5,76
supervision,wieladek,wieladek,5,38
supervision,wim,wim,5,54
supervision,wrote,wrote,5,381
supervision,yang,yang,5,61
supervision,zhou,zhou,5,109
supervision,zurich,zurich,5,288
supervision,abc,abc,4,20
supervision,abcp,abcp,4,101
supervision,abi,abi,4,30
supervision,abmi,abmi,4,19
supervision,accus,accused,4,153
supervision,adair,adair,4,17
supervision,addict,addiction,4,37
supervision,advertis,advertising,4,276
supervision,afflict,afflicted,4,107
supervision,afresh,afresh,4,25
supervision,ag,ags,4,19
supervision,allay,allaying,4,54
supervision,allen,allen,4,169
supervision,amalgam,amalgamating,4,66
supervision,amc,amcs,4,17
supervision,ancillari,ancillary,4,81
supervision,anderton,anderton,4,30
supervision,andrad,andrade,4,22
supervision,anew,anew,4,55
supervision,anonym,anonymity,4,197
supervision,anticipatori,anticipatory,4,39
supervision,antimoney,antimoney,4,11
supervision,antitrust,antitrust,4,53
supervision,applaud,applauding,4,114
supervision,architect,architects,4,106
supervision,armi,army,4,77
supervision,arrear,arrears,4,155
supervision,athlet,athletes,4,29
supervision,bac,bacs,4,18
supervision,bailout,bailout,4,314
supervision,banquet,banquet,4,67
supervision,barclay,barclays,4,153
supervision,barrel,barrel,4,416
supervision,berlin,berlin,4,295
supervision,beset,beset,4,86
supervision,bhutta,bhutta,4,15
supervision,biennial,biennial,4,101
supervision,binari,binary,4,51
supervision,blinder,blinder,4,165
supervision,blog,blog,4,190
supervision,blood,blood,4,76
supervision,bns,bns,4,18
supervision,bog,bog,4,23
supervision,boil,boils,4,92
supervision,bona,bona,4,26
supervision,bordo,bordo,4,88
supervision,breed,breed,4,124
supervision,brrd,brrd,4,62
supervision,bye,bye,4,17
supervision,california,california,4,276
supervision,caribbean,caribbean,4,90
supervision,carolyn,carolyn,4,103
supervision,casualti,casualty,4,82
supervision,causal,causal,4,295
supervision,ceremoni,ceremony,4,254
supervision,cfs,cfs,4,45
supervision,chairperson,chairperson,4,104
supervision,chakrabarti,chakrabarty,4,118
supervision,cheap,cheap,4,429
supervision,chf,chf,4,218
supervision,choongsoo,choongsoo,4,49
supervision,christoph,christopher,4,290
supervision,claessen,claessens,4,78
supervision,clerc,clerc,4,18
supervision,cliff,cliff,4,197
supervision,climb,climb,4,357
supervision,cmd,cmd,4,37
supervision,coal,coal,4,292
supervision,cochran,cochrane,4,38
supervision,coexist,coexistence,4,210
supervision,cohes,cohesive,4,297
supervision,cold,cold,4,249
supervision,colloqui,colloquially,4,36
supervision,collus,collusion,4,44
supervision,compnet,compnet,4,22
supervision,congruent,congruent,4,41
supervision,connot,connotation,4,74
supervision,contagi,contagious,4,107
supervision,copenhagen,copenhagen,4,45
supervision,corrobor,corroborated,4,140
supervision,costless,costless,4,111
supervision,counterbal,counterbalance,4,56
supervision,crossroad,crossroads,4,83
supervision,csds,csds,4,54
supervision,cunliff,cunliffe,4,132
supervision,cybercrim,cybercrime,4,31
supervision,cypriot,cypriot,4,14
supervision,cyprus,cyprus,4,151
supervision,danthin,danthine,4,61
supervision,dead,dead,4,165
supervision,dearth,dearth,4,72
supervision,death,death,4,305
supervision,defect,defects,4,60
supervision,defus,defuse,4,74
supervision,deliver,deliverables,4,87
supervision,delor,delors,4,65
supervision,delphic,delphic,4,15
supervision,delta,delta,4,86
supervision,demarc,demarcation,4,48
supervision,den,den,4,116
supervision,dept,dept,4,17
supervision,derail,derail,4,153
supervision,detach,detached,4,95
supervision,dialog,dialog,4,18
supervision,dictionari,dictionary,4,85
supervision,dig,dig,4,102
supervision,dirk,dirk,4,48
supervision,discard,discarding,4,96
supervision,discrep,discrepancies,4,218
supervision,dismiss,dismiss,4,286
supervision,downbeat,downbeat,4,32
supervision,downpay,downpayment,4,16
supervision,downsw,downswing,4,102
supervision,dream,dream,4,241
supervision,drought,drought,4,262
supervision,dubious,dubious,4,96
supervision,duffi,duffie,4,53
supervision,earmark,earmarking,4,73
supervision,easiest,easiest,4,72
supervision,eat,eat,4,232
supervision,edinburgh,edinburgh,4,59
supervision,efc,efc,4,19
supervision,egg,egg,4,118
supervision,egrpra,egrpra,4,21
supervision,eighti,eighties,4,208
supervision,elder,elder,4,304
supervision,embryon,embryonic,4,30
supervision,empti,empty,4,80
supervision,endnot,endnotes,4,143
supervision,enlist,enlist,4,51
supervision,enron,enron,4,95
supervision,epidemiolog,epidemiological,4,39
supervision,equilibr,equilibrating,4,101
supervision,equilibria,equilibria,4,113
supervision,eric,eric,4,170
supervision,etho,ethos,4,53
supervision,eurex,eurex,4,31
supervision,eurobaromet,eurobarometer,4,85
supervision,evad,evade,4,79
supervision,exemplari,exemplary,4,128
supervision,expedi,expediency,4,88
supervision,explanatori,explanatory,4,161
supervision,exponenti,exponential,4,153
supervision,fascin,fascinating,4,184
supervision,father,fathers,4,253
supervision,faulti,faulty,4,62
supervision,fema,fema,4,40
supervision,fernanda,fernanda,4,12
supervision,ferrero,ferrero,4,39
supervision,fiat,fiat,4,156
supervision,fide,fide,4,30
supervision,fisc,fisc,4,40
supervision,fischer,fischer,4,208
supervision,flagship,flagship,4,76
supervision,flesh,flesh,4,74
supervision,flight,flight,4,448
supervision,florida,florida,4,99
supervision,fluid,fluid,4,78
supervision,fog,fog,4,55
supervision,foolish,foolish,4,67
supervision,footbal,football,4,56
supervision,forb,forbes,4,98
supervision,forewarn,forewarned,4,25
supervision,forg,forged,4,244
supervision,forwardlook,forwardlooking,4,76
supervision,freed,freed,4,126
supervision,freez,freeze,4,210
supervision,froth,froth,4,27
supervision,gagnon,gagnon,4,111
supervision,gambl,gamble,4,118
supervision,garner,garnered,4,114
supervision,gatekeep,gatekeeper,4,20
supervision,gaze,gazing,4,33
supervision,genesi,genesis,4,105
supervision,geneva,geneva,4,256
supervision,gertrud,gertrude,4,163
supervision,gloomi,gloomy,4,120
supervision,goldstein,goldstein,4,26
supervision,gopinath,gopinath,4,108
supervision,gorton,gorton,4,80
supervision,gradualist,gradualist,4,81
supervision,graft,graft,4,12
supervision,grand,grand,4,197
supervision,grandfath,grandfathered,4,51
supervision,grauw,grauwe,4,24
supervision,gravit,gravitate,4,81
supervision,gst,gst,4,67
supervision,guis,guise,4,59
supervision,hack,hacking,4,48
supervision,halifax,halifax,4,79
supervision,handed,handedness,4,11
supervision,harmoni,harmony,4,264
supervision,harsh,harsh,4,183
supervision,hartmann,hartmann,4,71
supervision,haul,haul,4,60
supervision,headway,headway,4,67
supervision,hearten,heartening,4,152
supervision,hint,hint,4,189
supervision,historian,historians,4,164
supervision,hive,hiving,4,25
supervision,homebuy,homebuyers,4,109
supervision,homework,homework,4,74
supervision,hysteresi,hysteresis,4,160
supervision,icai,icai,4,29
supervision,iceland,iceland,4,103
supervision,idf,idfs,4,22
supervision,ifi,ifis,4,28
supervision,imag,image,4,427
supervision,improb,improbable,4,63
supervision,inaccur,inaccurate,4,97
supervision,inattent,inattention,4,51
supervision,incompat,incompatible,4,176
supervision,indefinit,indefinite,4,359
supervision,indiffer,indifferent,4,151
supervision,indisput,indisputable,4,59
supervision,induct,induction,4,63
supervision,inequit,inequitable,4,23
supervision,inerti,inertial,4,44
supervision,inexact,inexact,4,16
supervision,ing,ing,4,54
supervision,insurmount,insurmountable,4,91
supervision,interrupt,interrupted,4,363
supervision,inth,inthe,4,33
supervision,intrigu,intriguing,4,118
supervision,iraq,iraq,4,152
supervision,irrat,irrational,4,247
supervision,iso,iso,4,81
supervision,jeann,jeanne,4,50
supervision,jigsaw,jigsaw,4,26
supervision,joyc,joyce,4,109
supervision,junior,junior,4,87
supervision,kelley,kelley,4,33
supervision,keyn,keynes,4,298
supervision,keynesian,keynesian,4,329
supervision,khan,khan,4,102
supervision,kick,kick,4,245
supervision,kohn,kohn,4,205
supervision,kommers,kommersant,4,37
supervision,kosovo,kosovo,4,26
supervision,kroszner,kroszner,4,67
supervision,laden,laden,4,20
supervision,landesberg,landesberger,4,12
supervision,latent,latent,4,149
supervision,laxiti,laxity,4,52
supervision,lcbgs,lcbgs,4,12
supervision,lee,lee,4,232
supervision,lemk,lemke,4,42
supervision,lesli,leslie,4,27
supervision,lim,lim,4,20
supervision,lin,lin,4,17
supervision,linguist,linguistic,4,40
supervision,linzert,linzert,4,11
supervision,lite,lite,4,32
supervision,liu,liu,4,59
supervision,livelihood,livelihood,4,230
supervision,lobbi,lobbies,4,94
supervision,locus,locus,4,40
supervision,loud,loud,4,72
supervision,love,love,4,200
supervision,lui,luis,4,179
supervision,mac,mac,4,156
supervision,madam,madam,4,174
supervision,mahesh,mahesh,4,14
supervision,mainfram,mainframe,4,22
supervision,malpractic,malpractice,4,33
supervision,malta,malta,4,88
supervision,mantra,mantra,4,59
supervision,mari,mary,4,135
supervision,matthew,matthew,4,168
supervision,mauro,mauro,4,81
supervision,maximilian,maximilian,4,13
supervision,meaningless,meaningless,4,40
supervision,medic,medical,4,431
supervision,mediumterm,mediumterm,4,128
supervision,messi,messy,4,45
supervision,metropolitan,metropolitan,4,285
supervision,mfi,mfi,4,77
supervision,microstructur,microstructure,4,64
supervision,milan,milan,4,68
supervision,milieu,milieu,4,59
supervision,minima,minima,4,47
supervision,ministeri,ministerial,4,49
supervision,minski,minsky,4,106
supervision,misinterpret,misinterpretation,4,123
supervision,misplac,misplaced,4,130
supervision,misunderstood,misunderstood,4,109
supervision,mixtur,mixture,4,111
supervision,modular,modularity,4,30
supervision,modus,modus,4,46
supervision,morph,morphs,4,95
supervision,msas,msas,4,14
supervision,muller,muller,4,22
supervision,mumtaz,mumtaz,4,20
supervision,mutualis,mutualising,4,49
supervision,naic,naic,4,11
supervision,nakaso,nakaso,4,54
supervision,nationalbank,nationalbank,4,104
supervision,newspap,newspapers,4,259
supervision,nice,nicely,4,261
supervision,niklaus,niklaus,4,36
supervision,nim,nim,4,36
supervision,nineteenth,nineteenth,4,189
supervision,nomine,nominee,4,35
supervision,normalci,normalcy,4,51
supervision,notori,notoriously,4,130
supervision,nuclear,nuclear,4,115
supervision,number,numbered,4,55
supervision,offenc,offences,4,40
supervision,ofr,ofr,4,14
supervision,oi,ois,4,201
supervision,ontario,ontario,4,314
supervision,outag,outage,4,72
supervision,outlay,outlays,4,246
supervision,outpac,outpaced,4,262
supervision,outsiz,outsized,4,194
supervision,overcapac,overcapacity,4,85
supervision,overemphas,overemphasized,4,59
supervision,overshoot,overshooting,4,483
supervision,overturn,overturn,4,51
supervision,overzeal,overzealous,4,11
supervision,padmanabhan,padmanabhan,4,43
supervision,paramo,paramo,4,106
supervision,pauciti,paucity,4,69
supervision,pbi,pbi,4,28
supervision,pce,pce,4,251
supervision,peso,pesos,4,211
supervision,pfandbrief,pfandbrief,4,30
supervision,pfrda,pfrda,4,29
supervision,philipp,philipp,4,185
supervision,piecem,piecemeal,4,65
supervision,poland,poland,4,213
supervision,polish,polish,4,47
supervision,portray,portrayed,4,117
supervision,praet,praet,4,143
supervision,precept,precepts,4,35
supervision,prescient,presciently,4,52
supervision,pretext,pretext,4,27
supervision,prof,prof,4,260
supervision,protection,protectionism,4,376
supervision,provok,provoke,4,269
supervision,punch,punch,4,70
supervision,qua,qua,4,104
supervision,rail,rails,4,139
supervision,ratifi,ratified,4,118
supervision,reassert,reassert,4,69
supervision,rebat,rebates,4,51
supervision,receipt,receipts,4,426
supervision,recit,recital,4,39
supervision,reconstruct,reconstruction,4,340
supervision,reddi,reddy,4,223
supervision,redirect,redirect,4,120
supervision,reengin,reengineered,4,34
supervision,refere,referee,4,30
supervision,referenc,referenced,4,121
supervision,regrett,regrettably,4,161
supervision,reifschneid,reifschneider,4,124
supervision,reintegr,reintegration,4,61
supervision,reloc,relocate,4,196
supervision,remiss,remiss,4,54
supervision,renegoti,renegotiation,4,74
supervision,reo,reo,4,18
supervision,repeal,repeal,4,131
supervision,res,res,4,26
supervision,resembl,resemblance,4,221
supervision,retribut,retribution,4,20
supervision,revalu,revalued,4,172
supervision,revel,revelation,4,83
supervision,riskiest,riskiest,4,49
supervision,roman,roman,4,89
supervision,rome,rome,4,194
supervision,romer,romer,4,124
supervision,rudimentari,rudimentary,4,48
supervision,ruthless,ruthless,4,29
supervision,sacrific,sacrifice,4,221
supervision,salutari,salutary,4,71
supervision,samo,samos,4,25
supervision,sasha,sasha,4,12
supervision,scalabl,scalability,4,105
supervision,scare,scare,4,73
supervision,scarpetta,scarpetta,4,24
supervision,scb,scb,4,15
supervision,scientist,scientists,4,180
supervision,scrap,scrapped,4,84
supervision,scratch,scratch,4,110
supervision,serbia,serbia,4,20
supervision,sergey,sergey,4,11
supervision,sfts,sfts,4,24
supervision,sharma,sharma,4,59
supervision,shine,shining,4,102
supervision,shop,shop,4,543
supervision,shyamala,shyamala,4,50
supervision,sidbi,sidbi,4,40
supervision,silent,silent,4,122
supervision,simplest,simplest,4,154
supervision,sine,sine,4,102
supervision,siv,sivs,4,85
supervision,slbc,slbc,4,21
supervision,sleep,sleep,4,92
supervision,smet,smets,4,133
supervision,smp,smp,4,67
supervision,spark,sparked,4,289
supervision,specifi,specifies,4,141
supervision,spice,spice,4,16
supervision,spvs,spvs,4,50
supervision,stamp,stamp,4,160
supervision,stanford,stanford,4,164
supervision,startup,startup,4,76
supervision,statewid,statewide,4,14
supervision,statistician,statisticians,4,119
supervision,straub,straub,4,55
supervision,suarez,suarez,4,40
supervision,subgroup,subgroup,4,63
supervision,suboptim,suboptimal,4,101
supervision,sufi,sufi,4,52
supervision,sun,sun,4,136
supervision,superfici,superficial,4,87
supervision,suspicion,suspicion,4,150
supervision,sworn,sworn,4,16
supervision,symbol,symbols,4,337
supervision,sync,sync,4,93
supervision,synergist,synergistic,4,35
supervision,synthesi,synthesis,4,85
supervision,tactic,tactical,4,150
supervision,takeov,takeover,4,93
supervision,telegraph,telegraph,4,70
supervision,temperatur,temperature,4,155
supervision,tempor,temporal,4,161
supervision,tender,tender,4,431
supervision,tenor,tenor,4,198
supervision,textbook,textbook,4,354
supervision,tfp,tfp,4,118
supervision,thirdparti,thirdparty,4,17
supervision,thomson,thomson,4,138
supervision,thread,thread,4,101
supervision,tion,tion,4,21
supervision,toe,toe,4,26
supervision,tourism,tourism,4,508
supervision,tower,tower,4,98
supervision,traffic,traffic,4,185
supervision,tragic,tragic,4,185
supervision,trail,trail,4,121
supervision,transatlant,transatlantic,4,57
supervision,transposit,transposition,4,47
supervision,trickl,trickle,4,44
supervision,truste,trustees,4,120
supervision,tumpel,tumpel,4,164
supervision,twist,twist,4,152
supervision,ubiquit,ubiquitous,4,91
supervision,uhlig,uhlig,4,28
supervision,unanchor,unanchored,4,106
supervision,unansw,unanswered,4,60
supervision,unbal,unbalance,4,12
supervision,unbank,unbanked,4,189
supervision,und,und,4,199
supervision,undeni,undeniably,4,200
supervision,undercapitalis,undercapitalised,4,52
supervision,underdevelop,underdeveloped,4,206
supervision,unfavor,unfavorable,4,241
supervision,unintent,unintentionally,4,60
supervision,unlimit,unlimited,4,486
supervision,unlock,unlock,4,205
supervision,unrat,unrated,4,45
supervision,unravel,unravelling,4,143
supervision,unreli,unreliable,4,126
supervision,unrest,unrest,4,129
supervision,unsuccess,unsuccessful,4,121
supervision,unthink,unthinkable,4,139
